year,value,rent,ftotinc,nfams,ncouples,nmothers,nfathers,momloc,stepmom,momrule,poploc,steppop,poprule,sploc,sprule,famsize,nchild,nchlt5,famunit,eldch,yngch,nsibs,age,sex,occscore,sei,inctot,incwage,incbus,incfarm,incss,incwelfr,incother,poverty,movedin,gq_HH_in_1970_definition_but_sampled_as_larger_unit,gq_Institution,gq_Other_group_quarters,gqtypeg_College_dormitory,gqtypeg_Correctional_institutions,gqtypeg_Mental_institutions,gqtypeg_Military,gqtypeg_NA_(household),gqtypeg_Other_institutions,gqtypeg_Other_non-instit_GQ_and_unknown,gqtypeg_Rooming_house,farm_Farm,farm_Non-Farm,relateg_Child,relateg_Child-in-law,relateg_Grandchild,relateg_Head_Householder,relateg_Institutional_inmates,relateg_Other_non-relatives,relateg_Other_relatives,relateg_Parent,relateg_Parent-in-Law,relateg_Partner_friend_visitor,relateg_Sibling,relateg_Sibling-in-Law,relateg_Spouse,raceg_American_Indian,raceg_Black_Negro,raceg_Chinese,raceg_Japanese,raceg_Other_Asian_or_Pacific,raceg_Other_race_nec,raceg_White,marst_Divorced,marst_Married_spouse_absent,marst_Married_spouse_present,marst_Never_married_single,marst_Separated,marst_Widowed,school_No_not_in_school,school_Yes_in_school,binaryClass
98,999999.0,237.0,3955.0,1,0,2,0,3,0,1,0,0,0,0,0,3,1,1,1,1,1,0,22,0,0,0,3955.0,0.0,0.0,0.0,0.0,3955.0,0.0,67.0,2,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,1
98,999999.0,0.0,54575.0,1,1,0,0,0,0,0,0,0,0,1,1,2,0,0,1,99,99,0,65,0,19,46,32770.0,15005.0,0.0,0.0,6605.0,0.0,10005.0,501.0,0,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,1
98,999999.0,450.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,99,99,1,27,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,1
98,999999.0,175.0,2685.0,1,1,0,0,0,0,0,0,0,0,1,1,2,0,0,1,99,99,0,62,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,1
98,999999.0,450.0,21895.0,1,1,0,0,0,0,0,0,0,0,1,1,2,0,0,1,99,99,0,25,0,26,47,9005.0,8775.0,0.0,0.0,0.0,0.0,155.0,448.0,0,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,1
98,42499.0,0.0,24515.0,1,1,1,1,0,0,0,0,0,0,2,1,6,4,1,1,14,3,0,41,1,31,65,23010.0,20005.0,0.0,0.0,0.0,0.0,0.0,252.0,2,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,1
98,999999.0,0.0,6985.0,1,1,0,0,0,0,0,0,0,0,2,1,2,0,0,1,99,99,0,74,1,0,0,5200.0,0.0,0.0,0.0,0.0,4285.0,915.0,158.0,2,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,1
98,85000.0,0.0,34015.0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,99,99,1,28,1,31,33,26010.0,24005.0,0.0,0.0,0.0,0.0,0.0,501.0,2,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,1
98,999999.0,165.0,8650.0,1,0,1,0,1,0,1,0,0,0,0,0,2,0,0,1,99,99,0,54,1,11,11,4140.0,0.0,0.0,0.0,2565.0,1575.0,0.0,177.0,0,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,1
98,175000.0,0.0,65515.0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,99,99,0,53,0,19,17,65515.0,45005.0,16005.0,0.0,0.0,0.0,4505.0,501.0,1,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,1
98,999999.0,325.0,16085.0,1,1,0,0,0,0,0,0,0,0,2,1,2,0,0,1,99,99,0,52,1,31,40,16085.0,16085.0,0.0,0.0,0.0,0.0,0.0,329.0,1,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,1
98,999999.0,287.0,17175.0,1,2,2,2,6,0,1,5,0,1,2,1,6,2,0,1,8,7,0,39,1,25,44,14005.0,14005.0,0.0,0.0,0.0,0.0,0.0,167.0,1,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,1
98,52500.0,0.0,22850.0,1,1,1,1,2,0,1,1,0,1,0,0,9,0,0,1,99,99,6,10,1,0,0,999999.0,999999.0,999999.0,999999.0,99999.0,99999.0,99999.0,156.0,0,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,1
98,112500.0,0.0,8310.0,1,1,1,1,0,0,0,0,0,0,2,1,3,1,1,1,0,0,0,26,1,32,39,3805.0,3805.0,0.0,0.0,0.0,0.0,0.0,142.0,1,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,0
98,18750.0,0.0,21570.0,1,0,1,1,0,0,0,1,0,1,0,0,4,0,0,1,99,99,1,20,1,20,9,2175.0,2175.0,0.0,0.0,0.0,0.0,0.0,287.0,0,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,1
98,200000.0,0.0,19935.0,1,1,1,1,0,0,0,0,0,0,2,1,5,3,0,1,10,5,0,36,1,17,11,13505.0,0.0,13505.0,0.0,0.0,0.0,0.0,229.0,5,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,1
98,999999.0,0.0,21200.0,1,1,1,1,2,0,1,1,0,1,0,0,4,0,0,1,99,99,1,19,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,277.0,0,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,1
98,85000.0,0.0,32715.0,1,1,1,1,0,0,0,0,0,0,2,1,3,1,0,1,17,17,0,54,1,29,27,22005.0,22005.0,0.0,0.0,0.0,0.0,0.0,501.0,6,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,1
98,95000.0,0.0,10905.0,1,1,1,1,0,0,0,0,0,0,2,1,4,2,0,1,16,14,0,59,1,32,34,-2325.0,0.0,-2325.0,0.0,0.0,0.0,0.0,147.0,2,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,1
98,112500.0,0.0,43190.0,1,1,0,0,0,0,0,0,0,0,1,1,2,0,0,1,99,99,0,57,0,22,61,18750.0,17375.0,0.0,0.0,0.0,0.0,0.0,501.0,0,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,1
98,67500.0,0.0,31205.0,2,0,1,0,2,0,3,0,0,0,0,0,3,0,0,2,99,99,1,8,1,0,0,999999.0,999999.0,999999.0,999999.0,99999.0,99999.0,99999.0,245.0,0,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,1
98,999999.0,155.0,8010.0,1,1,1,1,0,0,0,0,0,0,2,1,6,4,0,1,15,5,0,44,1,23,18,4505.0,4505.0,0.0,0.0,0.0,0.0,0.0,82.0,8,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,1
98,95000.0,0.0,33585.0,1,1,1,1,2,0,1,1,0,1,0,0,5,0,0,1,99,99,2,18,0,24,47,805.0,805.0,0.0,0.0,0.0,0.0,0.0,365.0,0,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,1
98,999999.0,155.0,285.0,1,1,1,1,2,0,1,1,0,1,0,0,3,0,0,1,99,99,0,13,1,0,0,999999.0,999999.0,999999.0,999999.0,99999.0,99999.0,99999.0,5.0,0,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,1
98,999999.0,375.0,25005.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,99,99,0,26,1,25,52,25005.0,25005.0,0.0,0.0,0.0,0.0,0.0,501.0,1,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,1
98,200000.0,0.0,52550.0,1,1,1,1,2,0,1,1,0,1,0,0,5,0,0,1,99,99,2,13,1,0,0,999999.0,999999.0,999999.0,999999.0,99999.0,99999.0,99999.0,501.0,0,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,1
98,95000.0,0.0,6420.0,1,1,0,0,0,0,0,0,0,0,1,1,2,0,0,1,99,99,0,64,0,0,0,1915.0,0.0,0.0,0.0,1915.0,0.0,0.0,131.0,0,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,1
98,67500.0,0.0,16130.0,1,1,1,1,2,0,1,1,0,1,0,0,11,0,0,1,99,99,8,11,1,0,0,999999.0,999999.0,999999.0,999999.0,99999.0,99999.0,99999.0,114.0,0,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,1
98,67500.0,0.0,10110.0,1,1,1,1,2,0,1,1,0,1,0,0,7,0,0,1,99,99,4,12,1,0,0,999999.0,999999.0,999999.0,999999.0,99999.0,99999.0,99999.0,93.0,0,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,1
98,999999.0,212.0,13005.0,1,1,1,1,0,0,0,0,0,0,1,1,3,1,1,1,2,2,0,24,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,222.0,0,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,1
98,62500.0,0.0,17960.0,1,1,0,0,0,0,0,0,0,0,2,1,2,0,0,1,99,99,0,71,1,0,0,16125.0,0.0,0.0,0.0,4895.0,0.0,11155.0,407.0,5,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,1
98,999999.0,195.0,4020.0,2,1,1,1,2,0,1,1,0,1,0,0,3,0,0,1,99,99,0,1,1,0,0,999999.0,999999.0,999999.0,999999.0,99999.0,99999.0,99999.0,68.0,0,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,1
98,137500.0,0.0,30045.0,1,1,1,1,0,0,0,0,0,0,1,1,4,2,0,1,7,5,0,31,0,11,22,10040.0,10005.0,0.0,0.0,0.0,0.0,0.0,406.0,0,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,1
98,999999.0,262.0,475.0,1,0,1,0,1,0,1,0,0,0,0,0,4,0,0,1,99,99,2,1,0,0,0,999999.0,999999.0,999999.0,999999.0,99999.0,99999.0,99999.0,6.0,0,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,1
98,72500.0,0.0,15005.0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,99,99,0,24,0,24,47,6005.0,6005.0,0.0,0.0,0.0,0.0,0.0,158.0,0,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,1
98,999999.0,125.0,15010.0,1,1,2,1,0,0,0,0,0,0,0,0,8,1,0,1,37,37,0,55,0,22,18,6005.0,6005.0,0.0,0.0,0.0,0.0,0.0,117.0,0,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,0
98,999999.0,105.0,0.0,1,1,1,1,2,0,1,1,0,1,0,0,8,0,0,1,99,99,5,10,0,0,0,999999.0,999999.0,999999.0,999999.0,99999.0,99999.0,99999.0,1.0,0,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,1
98,77500.0,0.0,42020.0,1,1,1,1,2,7,1,1,0,1,0,0,3,0,0,1,99,99,0,22,1,23,18,10005.0,10005.0,0.0,0.0,0.0,0.0,0.0,501.0,0,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,1
98,999999.0,135.0,10010.0,1,1,1,2,0,0,0,0,0,0,0,0,7,1,0,1,27,27,0,49,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,0,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,1
98,999999.0,0.0,30390.0,1,1,0,0,0,0,0,0,0,0,1,1,2,0,0,1,99,99,0,60,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,501.0,0,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,1
98,999999.0,155.0,24230.0,3,1,1,1,0,0,0,0,0,0,1,1,3,1,0,1,24,24,0,47,0,22,18,6065.0,6065.0,0.0,0.0,0.0,0.0,0.0,425.0,0,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,1
98,999999.0,115.0,11310.0,2,0,0,1,0,0,0,1,0,1,0,0,2,0,0,1,99,99,0,19,0,6,7,4805.0,4805.0,0.0,0.0,0.0,0.0,0.0,232.0,0,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,0
98,200000.0,0.0,32275.0,2,0,1,0,0,0,0,0,0,0,0,0,4,3,0,1,20,14,0,50,0,30,44,24645.0,12135.0,0.0,0.0,0.0,0.0,15.0,422.0,1,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,1
98,52500.0,0.0,24610.0,1,1,1,1,2,0,1,1,0,1,0,0,8,0,0,1,99,99,5,17,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198.0,0,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,1
98,200000.0,0.0,39715.0,1,1,1,1,0,0,0,0,0,0,1,1,4,2,0,1,17,15,0,54,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,501.0,0,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,1
98,999999.0,0.0,18535.0,1,1,1,1,0,0,0,0,0,0,1,1,5,3,0,1,12,7,0,37,0,14,26,4725.0,4725.0,0.0,0.0,0.0,0.0,0.0,213.0,0,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,1
98,72500.0,0.0,7475.0,1,1,1,1,2,0,1,1,0,1,0,0,6,0,0,1,99,99,3,19,1,16,15,4565.0,4565.0,0.0,0.0,0.0,0.0,0.0,73.0,0,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,1
98,67500.0,0.0,15810.0,1,1,1,1,2,0,1,1,0,1,0,0,6,0,0,1,99,99,3,2,1,0,0,999999.0,999999.0,999999.0,999999.0,99999.0,99999.0,99999.0,162.0,0,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,1
98,175000.0,0.0,47375.0,1,1,1,1,0,0,0,0,0,0,1,1,4,2,0,1,11,6,0,37,0,24,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,501.0,0,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,1
98,999999.0,375.0,27015.0,1,1,1,1,0,0,0,0,0,0,1,1,4,2,2,1,4,2,0,31,0,19,46,3005.0,3005.0,0.0,0.0,0.0,0.0,0.0,365.0,0,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,1
98,999999.0,262.0,22830.0,1,1,1,1,2,0,1,1,0,1,0,0,4,0,0,1,99,99,1,3,0,0,0,999999.0,999999.0,999999.0,999999.0,99999.0,99999.0,99999.0,309.0,0,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,1
98,999999.0,0.0,36230.0,1,1,1,1,2,0,1,1,0,1,0,0,5,0,0,1,99,99,2,18,0,18,44,3220.0,3205.0,0.0,0.0,0.0,0.0,0.0,394.0,0,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,1
98,999999.0,212.0,10980.0,1,0,2,0,0,0,0,0,0,0,0,0,4,1,0,1,15,15,0,40,0,17,13,7005.0,7005.0,0.0,0.0,0.0,0.0,0.0,148.0,0,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,1
98,95000.0,0.0,26945.0,1,1,0,0,0,0,0,0,0,0,1,1,2,0,0,1,99,99,0,51,0,23,23,4915.0,4915.0,0.0,0.0,0.0,0.0,0.0,501.0,0,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,1
98,62500.0,0.0,40090.0,1,1,1,1,2,0,1,1,0,1,0,0,6,0,0,1,99,99,3,16,0,18,44,55.0,55.0,0.0,0.0,0.0,0.0,0.0,391.0,0,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,0
98,175000.0,0.0,41015.0,1,1,0,0,0,0,0,0,0,0,2,1,2,0,0,1,99,99,0,59,1,0,0,18005.0,0.0,0.0,0.0,0.0,0.0,0.0,501.0,2,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,1
98,175000.0,0.0,23010.0,1,1,1,1,0,0,0,0,0,0,2,1,4,2,0,1,10,9,0,34,1,23,18,11005.0,11005.0,0.0,0.0,0.0,0.0,0.0,311.0,5,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,1
98,95000.0,0.0,20810.0,1,1,1,1,0,0,0,0,0,0,2,1,3,1,1,1,4,4,0,21,1,24,44,18205.0,18205.0,0.0,0.0,0.0,0.0,0.0,354.0,2,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,1
98,999999.0,325.0,17765.0,1,0,1,0,1,0,1,0,0,0,0,0,3,0,0,1,99,99,1,17,1,11,11,2525.0,2525.0,0.0,0.0,0.0,0.0,0.0,302.0,0,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,1
98,999999.0,237.0,21010.0,1,1,1,1,2,0,1,1,0,1,0,0,4,0,0,1,99,99,1,5,1,0,0,999999.0,999999.0,999999.0,999999.0,99999.0,99999.0,99999.0,284.0,0,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,1
98,52500.0,0.0,4855.0,1,0,1,0,1,0,1,0,0,0,0,0,2,0,0,1,99,99,0,31,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,0,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,1
98,999999.0,105.0,6005.0,2,2,2,2,2,4,1,1,0,1,0,0,8,0,0,1,99,99,4,15,0,0,0,0.0,999999.0,999999.0,999999.0,0.0,0.0,0.0,50.0,0,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,1
98,999999.0,500.0,15005.0,1,1,1,1,2,0,1,1,0,1,0,0,4,0,0,1,99,99,1,1,0,0,0,999999.0,999999.0,999999.0,999999.0,99999.0,99999.0,99999.0,203.0,0,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,1
98,200000.0,0.0,75000.0,1,1,0,0,0,0,0,0,0,0,1,1,2,0,0,1,99,99,0,61,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,501.0,0,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,1
98,200000.0,0.0,38520.0,1,1,1,1,2,0,1,1,0,1,0,0,6,0,0,1,99,99,3,15,1,0,0,0.0,999999.0,999999.0,999999.0,0.0,0.0,0.0,383.0,0,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,1
98,62500.0,0.0,9640.0,1,1,0,0,0,0,0,0,0,0,1,1,2,0,0,1,99,99,0,54,0,16,15,5410.0,5205.0,0.0,0.0,0.0,0.0,0.0,197.0,0,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,1
98,999999.0,105.0,4570.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,99,99,0,71,0,0,0,4570.0,0.0,0.0,0.0,2525.0,2045.0,0.0,131.0,7,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,1
98,999999.0,237.0,18815.0,1,1,1,1,0,0,0,0,0,0,1,1,3,1,0,1,15,15,0,34,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320.0,0,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,1
98,175000.0,0.0,15005.0,1,0,1,0,1,0,1,0,0,0,0,0,3,0,0,1,99,99,1,14,0,0,0,999999.0,999999.0,999999.0,999999.0,99999.0,99999.0,99999.0,255.0,0,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,1
98,999999.0,450.0,2310.0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,99,99,0,28,0,35,68,1405.0,1405.0,0.0,0.0,0.0,0.0,0.0,47.0,2,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,1
98,175000.0,0.0,47010.0,1,1,0,0,0,0,0,0,0,0,2,1,2,0,0,1,99,99,0,50,1,41,68,47010.0,39005.0,0.0,0.0,0.0,0.0,0.0,501.0,2,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,1
98,999999.0,500.0,75000.0,1,1,1,1,2,0,1,1,0,1,0,0,7,0,0,1,99,99,4,15,0,0,0,0.0,999999.0,999999.0,999999.0,0.0,0.0,0.0,501.0,0,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,1
98,85000.0,0.0,37515.0,1,1,1,1,2,0,1,1,0,1,0,0,4,0,0,1,99,99,1,9,0,0,0,999999.0,999999.0,999999.0,999999.0,99999.0,99999.0,99999.0,501.0,0,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,1
